"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jun 29 18:46:56 GMT 2022","Wed Jun 29 18:46:56 GMT 2022","1","Suite","Test","Google_Test","Google_Test","setUp_BeforeMethods","setUp_BeforeMethods",""
"passed","Wed Jun 29 18:43:39 GMT 2022","Wed Jun 29 18:43:44 GMT 2022","4504","Suite","Test","Google_Test","Google_Test","SearchAndGetResultByText","SearchAndGetResultByText",""
"skipped","Wed Jun 29 18:46:56 GMT 2022","Wed Jun 29 18:46:56 GMT 2022","1","Suite","Test","Google_Test","Google_Test","verifySearchResults","verifySearchResults",""
"skipped","Wed Jun 29 18:46:56 GMT 2022","Wed Jun 29 18:46:56 GMT 2022","1","Suite","Test","Google_Test","Google_Test","verifyCountryIsEqual","verifyCountryIsEqual",""
"passed","Wed Jun 29 18:43:44 GMT 2022","Wed Jun 29 18:43:46 GMT 2022","1674","Suite","Test","Google_Test","Google_Test","checkGoogleLogoIsDisplayed","checkGoogleLogoIsDisplayed",""
"skipped","Wed Jun 29 18:46:56 GMT 2022","Wed Jun 29 18:46:56 GMT 2022","2","Suite","Test","Google_Test","Google_Test","searchForSecondResultAndOpen","searchForSecondResultAndOpen",""
"unknown","Wed Jun 29 18:43:36 GMT 2022","Wed Jun 29 18:43:36 GMT 2022","1","Suite","Test","Google_Test","Google_Test","searchBy_text_and_index_list","searchBy_text_and_index_list",""
"passed","Wed Jun 29 18:43:47 GMT 2022","Wed Jun 29 18:43:48 GMT 2022","1464","Suite","Test","Google_Test","Google_Test","checkPageTitle","checkPageTitle",""
"passed","Wed Jun 29 18:43:49 GMT 2022","Wed Jun 29 18:43:56 GMT 2022","6612","Suite","Test","Google_Test","Google_Test","searchAndGetFirstResult","searchAndGetFirstResult","Open Google Chrome
Navigate to [https://www.google.com/ncr]
Search for [Selenium WebDriver]
Assert that the text of the first result is [Selenium - Web Browser Automation]
Close Google Chrome
"
"skipped","Wed Jun 29 18:46:56 GMT 2022","Wed Jun 29 18:46:56 GMT 2022","4","Suite","Test","Google_Test","Google_Test","searchForFourthResult","searchForFourthResult","Open Mozilla Firefox
Navigate to [https://www.google.com/]
Search for [TestNG]
Assert that the text of the fourth result is [TestNG Tutorial]
Close Mozilla Firefox
"
