"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Jul 02 12:53:27 GMT 2022","Sat Jul 02 12:53:27 GMT 2022","1","Suite","Test","Google_Test","Google_Test","searchForSecondResultAndOpen","searchForSecondResultAndOpen",""
"skipped","Sat Jul 02 12:53:27 GMT 2022","Sat Jul 02 12:53:27 GMT 2022","2","Suite","Test","Google_Test","Google_Test","verifySearchResults","verifySearchResults",""
"passed","Sat Jul 02 12:50:19 GMT 2022","Sat Jul 02 12:50:27 GMT 2022","7230","Suite","Test","Google_Test","Google_Test","searchAndGetFirstResult","searchAndGetFirstResult","Open Google Chrome
Navigate to [https://www.google.com/ncr]
Search for [Selenium WebDriver]
Assert that the text of the first result is [Selenium - Web Browser Automation]
Close Google Chrome
"
"passed","Sat Jul 02 12:50:09 GMT 2022","Sat Jul 02 12:50:13 GMT 2022","3944","Suite","Test","Google_Test","Google_Test","SearchAndGetResultByText","SearchAndGetResultByText",""
"failed","Sat Jul 02 12:53:27 GMT 2022","Sat Jul 02 12:53:27 GMT 2022","1","Suite","Test","Google_Test","Google_Test","setUp_BeforeMethods","setUp_BeforeMethods",""
"passed","Sat Jul 02 12:50:17 GMT 2022","Sat Jul 02 12:50:18 GMT 2022","1545","Suite","Test","Google_Test","Google_Test","checkPageTitle","checkPageTitle",""
"skipped","Sat Jul 02 12:53:27 GMT 2022","Sat Jul 02 12:53:27 GMT 2022","2","Suite","Test","Google_Test","Google_Test","verifyCountryIsEqual","verifyCountryIsEqual",""
"unknown","Sat Jul 02 12:50:06 GMT 2022","Sat Jul 02 12:50:06 GMT 2022","1","Suite","Test","Google_Test","Google_Test","searchBy_text_and_index_list","searchBy_text_and_index_list",""
"skipped","Sat Jul 02 12:53:27 GMT 2022","Sat Jul 02 12:53:27 GMT 2022","5","Suite","Test","Google_Test","Google_Test","searchForFourthResult","searchForFourthResult","Open Mozilla Firefox
Navigate to [https://www.google.com/]
Search for [TestNG]
Assert that the text of the fourth result is [TestNG Tutorial]
Close Mozilla Firefox
"
"passed","Sat Jul 02 12:50:14 GMT 2022","Sat Jul 02 12:50:16 GMT 2022","1873","Suite","Test","Google_Test","Google_Test","checkGoogleLogoIsDisplayed","checkGoogleLogoIsDisplayed",""
