"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Jun 30 02:39:19 GMT 2022","Thu Jun 30 02:39:19 GMT 2022","1","Suite","Test","Google_Test","Google_Test","verifySearchResults","verifySearchResults",""
"passed","Thu Jun 30 02:36:08 GMT 2022","Thu Jun 30 02:36:10 GMT 2022","1609","Suite","Test","Google_Test","Google_Test","checkGoogleLogoIsDisplayed","checkGoogleLogoIsDisplayed",""
"skipped","Thu Jun 30 02:39:19 GMT 2022","Thu Jun 30 02:39:19 GMT 2022","1","Suite","Test","Google_Test","Google_Test","verifyCountryIsEqual","verifyCountryIsEqual",""
"passed","Thu Jun 30 02:36:03 GMT 2022","Thu Jun 30 02:36:07 GMT 2022","4293","Suite","Test","Google_Test","Google_Test","SearchAndGetResultByText","SearchAndGetResultByText",""
"failed","Thu Jun 30 02:39:19 GMT 2022","Thu Jun 30 02:39:19 GMT 2022","0","Suite","Test","Google_Test","Google_Test","setUp_BeforeMethods","setUp_BeforeMethods",""
"passed","Thu Jun 30 02:36:13 GMT 2022","Thu Jun 30 02:36:19 GMT 2022","6363","Suite","Test","Google_Test","Google_Test","searchAndGetFirstResult","searchAndGetFirstResult","Open Google Chrome
Navigate to [https://www.google.com/ncr]
Search for [Selenium WebDriver]
Assert that the text of the first result is [Selenium - Web Browser Automation]
Close Google Chrome
"
"passed","Thu Jun 30 02:36:10 GMT 2022","Thu Jun 30 02:36:12 GMT 2022","1411","Suite","Test","Google_Test","Google_Test","checkPageTitle","checkPageTitle",""
"skipped","Thu Jun 30 02:39:19 GMT 2022","Thu Jun 30 02:39:19 GMT 2022","5","Suite","Test","Google_Test","Google_Test","searchForFourthResult","searchForFourthResult","Open Mozilla Firefox
Navigate to [https://www.google.com/]
Search for [TestNG]
Assert that the text of the fourth result is [TestNG Tutorial]
Close Mozilla Firefox
"
"skipped","Thu Jun 30 02:39:19 GMT 2022","Thu Jun 30 02:39:19 GMT 2022","3","Suite","Test","Google_Test","Google_Test","searchForSecondResultAndOpen","searchForSecondResultAndOpen",""
"unknown","Thu Jun 30 02:36:00 GMT 2022","Thu Jun 30 02:36:00 GMT 2022","2","Suite","Test","Google_Test","Google_Test","searchBy_text_and_index_list","searchBy_text_and_index_list",""
