"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 28 06:39:32 GMT 2022","Tue Jun 28 06:39:33 GMT 2022","1720","Suite","Test","Google_Test","Google_Test","checkGoogleLogoIsDisplayed","checkGoogleLogoIsDisplayed",""
"unknown","Tue Jun 28 06:39:24 GMT 2022","Tue Jun 28 06:39:24 GMT 2022","1","Suite","Test","Google_Test","Google_Test","searchBy_text_and_index_list","searchBy_text_and_index_list",""
"skipped","Tue Jun 28 06:42:43 GMT 2022","Tue Jun 28 06:42:43 GMT 2022","2","Suite","Test","Google_Test","Google_Test","verifyCountryIsEqual","verifyCountryIsEqual",""
"skipped","Tue Jun 28 06:42:43 GMT 2022","Tue Jun 28 06:42:43 GMT 2022","5","Suite","Test","Google_Test","Google_Test","searchForFourthResult","searchForFourthResult","Open Mozilla Firefox
Navigate to [https://www.google.com/]
Search for [TestNG]
Assert that the text of the fourth result is [TestNG Tutorial]
Close Mozilla Firefox
"
"failed","Tue Jun 28 06:42:43 GMT 2022","Tue Jun 28 06:42:43 GMT 2022","0","Suite","Test","Google_Test","Google_Test","setUp_BeforeMethods","setUp_BeforeMethods",""
"passed","Tue Jun 28 06:39:27 GMT 2022","Tue Jun 28 06:39:30 GMT 2022","3302","Suite","Test","Google_Test","Google_Test","SearchAndGetResultByText","SearchAndGetResultByText",""
"passed","Tue Jun 28 06:39:34 GMT 2022","Tue Jun 28 06:39:36 GMT 2022","1502","Suite","Test","Google_Test","Google_Test","checkPageTitle","checkPageTitle",""
"skipped","Tue Jun 28 06:42:43 GMT 2022","Tue Jun 28 06:42:43 GMT 2022","1","Suite","Test","Google_Test","Google_Test","verifySearchResults","verifySearchResults",""
"passed","Tue Jun 28 06:39:37 GMT 2022","Tue Jun 28 06:39:43 GMT 2022","6913","Suite","Test","Google_Test","Google_Test","searchAndGetFirstResult","searchAndGetFirstResult","Open Google Chrome
Navigate to [https://www.google.com/ncr]
Search for [Selenium WebDriver]
Assert that the text of the first result is [Selenium - Web Browser Automation]
Close Google Chrome
"
"skipped","Tue Jun 28 06:42:43 GMT 2022","Tue Jun 28 06:42:43 GMT 2022","2","Suite","Test","Google_Test","Google_Test","searchForSecondResultAndOpen","searchForSecondResultAndOpen",""
